Gene.symbol	ID	adj.P.Val	logFC
KRTAP20-4///SPATA31C2	8068157	0.699017819708167	-0.192454718944444
	8083704	0.699047378418021	0.399843249222223
FOXA2	8065344	0.699047378418021	-0.274889551666668
C20orf196	8060796	0.699121966089764	-0.241573506611111
DBT	7918008	0.699121966089764	-0.269384724722224
PLD5	7925511	0.699189135316591	0.208285730111109
NADSYN1	7942232	0.699189135316591	-0.120154169277778
ANXA1	8155849	0.699189135316591	0.413226820555558
POP1	8147548	0.699189135316591	0.248462762222222
TMEM52	7911634	0.699189135316591	0.298700826944446
SPAST	8041236	0.699189135316591	0.130075449833333
C9orf24	8160792	0.699189135316591	-0.28677094788889
LRRTM2	8114470	0.699189135316591	0.184884170222222
	8088476	0.699189135316591	0.199392955277778
	8107111	0.699189135316591	0.0769872783333341
NPSR1-AS1	8138958	0.699189135316591	0.12563047911111
	8062599	0.699189135316591	-0.258911986222222
CGA	8128001	0.699189135316591	0.196208882888888
	7894344	0.699189135316591	-0.163177921222222
PRKAA2	7901720	0.699189135316591	-0.1339795245
	7895283	0.699189135316591	-0.645233788166667
ASF1A	8121734	0.699189135316591	-0.502239655944445
AADACL2	8083409	0.699189135316591	0.135031327055556
	8063313	0.699189135316591	0.372879063222223
GPT	8148902	0.699189135316591	0.193717238999999
	7893415	0.699316515943884	0.43041182327778
GOLGA8R///GOLGA8O///GOLGA8N	7987139	0.699366454577182	0.308170641944447
TIMM21	8021716	0.699428508640554	-0.308280956833332
MIP	7964177	0.699435923502552	0.202668505055555
GRIK2	8121225	0.699435923502552	0.157543759611112
RIIAD1	7905464	0.699499070148951	0.160054413055556
ABHD17A	7924230	0.699509637036026	-0.227379894555555
	7940491	0.699738208683957	-0.173450076777776
GLRA3	8103778	0.699872961525833	-0.1698921875
GATA1	8167360	0.699878723469242	-0.30823432477778
	8057439	0.699896005982023	0.264319907333333
	7895005	0.699896005982023	-0.81062747311111
SNORD116-29	7982006	0.699896005982023	-0.346812628111111
ZDHHC24	7949645	0.699913335052038	-0.242113923944443
	7951335	0.700002727788156	0.322644519444445
C2orf83	8059532	0.700002727788156	-0.195787293722222
	8045134	0.700017889044286	0.111152442055555
	7981240	0.700030748955985	-0.203369211833333
	7896238	0.700030748955985	-0.221399063277779
POLD4	7949746	0.700030748955985	-0.219968955222224
MFSD2B	8040516	0.700030748955985	0.334548707500001
CLTA	8155203	0.700030748955985	0.168520863555558
HLA-DQA2///HLA-DQA1	8179489	0.700056061056255	-0.711541886555557
DICER1	7981111	0.700066265121083	0.208143540611108
	7894873	0.700169277698214	-0.235308245999999
	8044682	0.70017112543476	-0.38079421338889
TSC22D2	8083324	0.70017112543476	0.207282581888891
VCPKMT	7978923	0.700234298542491	-0.226234788166668
LOC645769	8171350	0.700236797663467	-0.194378942277776
LINC01138	7919394	0.700236797663467	0.306730271777781
	8107232	0.700308601228998	0.186901804277777
SLC25A33	7897460	0.700313951672585	-0.372756270166666
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	8054676	0.700355504935303	-0.233123685222226
RPS25	7939068	0.700509143140542	0.209254751833335
ATN1	7953547	0.700509143140542	-0.204524395
ABHD17A	8032371	0.700509143140542	-0.232205669833335
OR51S1	7946004	0.700509143140542	-0.21220946088889
	7895581	0.700509143140542	-0.442008448444443
VSTM2L	8062427	0.700509143140542	-0.203723430722222
XCL1	8180348	0.700509143140542	0.441981878666668
CRLF1	8035506	0.700509143140542	-0.206439945055556
	7894112	0.700509143140542	-0.385479458444443
IGK///IGKC	8043360	0.700509143140542	0.305553710888888
GTF2A1	7980523	0.700509143140542	-0.276196326499999
GLRA4	8174263	0.700509143140542	0.215706631611113
	8146425	0.700681810002879	-0.150215471555554
LINC00671	8015730	0.700681810002879	-0.213971490833331
	7976053	0.700871145475189	-0.184569843500001
	7955419	0.700905938554137	-0.299004684944443
CPLX1	8098782	0.701053068956139	0.251006728888888
	7942781	0.701061622993152	-0.217109534333334
	7893195	0.701219665264477	0.490550709333333
RASSF10	7938559	0.701261423201982	0.203723245555556
MNAT1	7974799	0.701272261285933	-0.342014619055555
TOPORS	8160581	0.701272261285933	0.289432767
PCK2	7973530	0.701273288995993	-0.174742220222224
ANGPTL5	7951195	0.701381994567998	-0.130453062555555
KCNN2	8107408	0.701381994567998	0.224613819944445
	7893554	0.701381994567998	0.300996011722219
	7974247	0.701443741685462	-0.285569272722224
	8027437	0.701475930513279	0.322034579666666
CHCHD4	8085481	0.701514062840498	-0.245814676999998
NUCKS1	7909142	0.701514062840498	-0.309253122111111
LRRC26	8165453	0.701629307305569	-0.232082875888891
GSTO2	7930311	0.701629307305569	-0.167985941611112
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	8013329	0.701629307305569	-0.688323281666666
PLEKHA2	8145977	0.701629307305569	0.190738018777774
	8006592	0.701629307305569	0.255406492111111
TMEM185A	8175621	0.701629307305569	-0.258326979222221
SFTPA2///SFTPA1///SFTPA2///SFTPA1	7928632	0.701666165935536	-0.199225157222223
AK4	7962183	0.701696702873062	-0.352795783722222
	7895238	0.701734540406933	0.239653444444446
NOS1AP	7906838	0.701745480871714	0.174329248166667
MIR122	8021416	0.701817846021525	0.0934672503888887
CRYBA2	8059019	0.701817846021525	0.252791187277777
	7994091	0.701817846021525	-0.243380230611111
	7894874	0.701817846021525	-0.198889514333333
	8157231	0.701817846021525	0.309993233777778
	7934299	0.701817846021525	-0.253024432555556
MIR150	8038393	0.701817846021525	0.214178063944445
PPCDC	7984943	0.701817846021525	0.201806514611111
	7895908	0.701817846021525	-0.297074029055555
RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSA	7918050	0.701927278513637	0.337012673666667
MROH2B	8111821	0.702131793571677	-0.118094576000001
LOC100127951	7997166	0.702131793571677	-0.150984300833333
OAZ3	7905474	0.702131793571677	0.191974683722222
NWD1	8026587	0.702249458571067	0.172772389055554
OR2V2	8110647	0.702281716463908	-0.208844414277778
	8053560	0.702281716463908	0.262648193055556
	7895111	0.702312448541249	-0.347203200611112
LOC283588	7980742	0.702383480641839	-0.2519747215
TTC21B	8056426	0.702383480641839	-0.272204198444446
TPRX1	8037947	0.702383480641839	0.242707785
C19orf70	8032996	0.702383480641839	-0.406872991166666
	8013517	0.702383480641839	-0.0970315229444441
PSMB11	7973369	0.702383480641839	0.203744652166668
	8145912	0.702422685367417	-0.194145907611111
	7894108	0.702425029826245	0.596105333388888
ARHGAP39	8153876	0.702489973095261	-0.16276727
NEMF	7978866	0.702491116203008	0.260101326
	8097809	0.702522736080128	0.25016020011111
SNORD116-1	7981949	0.702542776808924	-0.762814434888888
	8008704	0.702542776808924	-0.211286990222222
	7899348	0.702542776808924	-0.298449169055557
CCDC93	8054804	0.702542776808924	0.188797742277778
NT5DC2	8087935	0.702542776808924	0.403923435722221
	7908777	0.702542776808924	-0.456910258388888
ZNF486	8027260	0.702542776808924	-0.670411886388888
	7977780	0.702542776808924	-0.258122847277779
AOC2	8007414	0.702542776808924	0.189671432999999
IL13RA2	8174598	0.702542776808924	-0.147635456833333
HPCA	7899841	0.702542776808924	-0.179147732888891
	7921425	0.702542776808924	0.185054899722222
KIF1A	8060134	0.702573806632696	0.124929542111112
PDZD7	7935834	0.702587215435009	-0.217055537277777
PDE3A	7954293	0.702587215435009	0.327809475555555
NME2	8180388	0.702587215435009	0.262923914944446
SNORA52	7937483	0.702593284479144	0.439112659611113
	7894745	0.702593284479144	-0.321195978666667
	8072482	0.702593284479144	0.539433509444444
	7893691	0.702593284479144	0.237912957944444
	7970507	0.702593284479144	0.376542641722224
PARP9	8090018	0.702593284479144	-0.323098529777777
PARD6A	7996647	0.702593284479144	0.203446746944445
RPL31	8180287	0.702593284479144	-0.319831742777779
	7896298	0.702593284479144	-0.4380581045
	8043020	0.702686766138628	-0.0756235440000008
OR2T4	7911273	0.702686766138628	-0.171815687055555
OR4L1	7973022	0.702686766138628	0.134631883222222
CREBRF	8110032	0.702828268188429	0.313266011166667
TMEM120B	7959312	0.702828268188429	0.245859187944444
FAM173B	8110966	0.702930780506506	0.412249649833332
SF3B1	8058024	0.702936640856216	-0.132406791111114
MAGIX	8167443	0.702981870307116	0.199664684111111
	7894905	0.702981870307116	-0.573183642388889
	8177387	0.703011837062782	0.108646676888889
	8124455	0.703223489375624	0.175689315222221
	8116620	0.703245293146866	-0.229011140000002
CDH15	7997880	0.703245293146866	-0.233839131055555
PDGFA	8137670	0.703263463141571	0.234418774500001
	8056728	0.703266284783725	-0.230630996722223
DHODH	7997179	0.703299930555852	0.232659784944445
KLHL12	7923489	0.703460628142212	-0.145679881388887
	7896455	0.703519509124716	-0.144419612833333
	8114203	0.703519509124716	-0.158122587777778
C11orf70	7943387	0.703519509124716	-0.125585844555555
PSMD14	8045946	0.703519509124716	0.20212446405556
FCF1	7975713	0.703519509124716	0.368470472777775
SNX29P1///SNX29P2///SNX29	7993825	0.703568133407182	-0.358037761555557
	8045585	0.703568133407182	-0.167457517111111
	7893455	0.703581535636838	0.530222104999998
	8103202	0.703694969566056	0.260833382666667
NTAN1	7999598	0.703720049841	-0.344482426499999
LINC00207	8073698	0.703720049841	-0.211122545277777
LOC646743///TISP43	8055236	0.703739237044911	0.232194120166667
TRHDE	7957221	0.703915408444409	-0.123617375111112
	7895691	0.704116988442708	-0.388332005555556
	7953695	0.704121249517394	0.215790670611111
OR2A2	8136973	0.704121249517394	-0.209342734722222
	8165856	0.704121249517394	0.0920887711666665
OXCT2P1///OXCT2	7915257	0.704121249517394	-0.196159069222224
MAP1LC3A	8062023	0.704293807288151	0.222375844777777
TINF2	7978208	0.704293807288151	0.132691246055554
ECHS1	7937217	0.704457985042521	-0.210678472055557
TAF2	8152553	0.704457985042521	0.258026780055557
	7893841	0.704457985042521	-0.624919951611114
PSMA3	7974603	0.704457985042521	-0.289324775333332
	8121116	0.704457985042521	0.125693405611111
PRSS36	8001014	0.704457985042521	0.1860959055
	8091627	0.704457985042521	-0.110581379055556
SRP9	7935002	0.704481638209949	0.191597022944443
ZNF343	8064514	0.704485309554994	0.231515787888887
CALHM2	7936100	0.704485309554994	-0.255833827999999
	7892895	0.70451295356339	-0.32910420138889
LOC401472	8147721	0.70457722788702	0.257466545722221
CNOT11	8043937	0.704721765585989	0.140046469111109
	7925703	0.704721765585989	0.175161141
TBX2	8008969	0.704860894553664	-0.202919608666664
METTL18	7922243	0.704860894553664	0.297060435000001
CCDC69	8115261	0.704860894553664	0.277596314833334
ZNF346	8110253	0.704860894553664	0.202227037611112
ACTBL2	8112198	0.704860894553664	0.144596522333333
	8110980	0.704869025585145	-0.184580513388888
	8128075	0.704869025585145	0.331236301055555
DUSP13	7934533	0.704869025585145	0.20681449261111
SLC3A1	8041727	0.704869025585145	0.177257281055556
DUSP8	7945641	0.704869025585145	0.260005739888889
CALM2	8052010	0.704869025585145	-0.40805227816667
	7895898	0.704947606234412	-0.358927484055553
	8152131	0.704947606234412	0.190683895499999
NUB1	8137414	0.705055823643626	-0.158912903833334
RPL10L	7978795	0.705078371727139	0.229512318555557
FMNL3	7963092	0.705078371727139	-0.294959883555556
PHF5A	8076339	0.705078371727139	0.20727085711111
	7894458	0.705078371727139	0.521555303166668
	7967636	0.705235388144115	-0.352986758777778
KLHL11	8015456	0.705235388144115	-0.26206979088889
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3	8000537	0.705235388144115	0.258253353055557
	7894746	0.705235388144115	-0.451538201944444
	8146330	0.705235388144115	-0.141847460500001
PRR23B	8091039	0.705343690249171	0.294547074944445
LOC646358///DNAJB14	7989885	0.705370359530091	0.31822199938889
YOD1	7923967	0.705370359530091	0.211060326611113
NME8	8132349	0.705370359530091	-0.343092180666666
TMEM132C	7959827	0.705370359530091	0.22519475038889
	8127156	0.705384926097402	0.158611714222222
ZNF266	8033754	0.705464398066481	-0.233439528277778
	8075479	0.70556242255364	0.218806431722222
CEACAM21	8029076	0.705596537873078	-0.262535443444444
SNORA16A///SNHG12	7914216	0.705596537873078	-0.401501383166666
SPEN	7898278	0.705679328262486	0.150701297722222
SMG5	7920944	0.705793710022454	-0.162693509055554
CUL7	8126486	0.705809968048907	0.157049169388887
FAM172A	8113083	0.705813086039914	-0.200872275999999
SSR4	8170775	0.705813086039914	0.166582724111112
HTR2C	8169447	0.705813086039914	0.119621308500001
	7893648	0.70587210452643	0.336320734333333
RSL1D1	7999520	0.70587210452643	0.275940844055555
TMEM82	7898256	0.705879073233234	0.199873731444444
RBP1	8091078	0.705910501879664	0.19573147872222
TBX15	7919028	0.705910501879664	0.177262319944445
TTF1	8164729	0.705918319440958	0.275328425944445
SUPV3L1	7927981	0.706082326045951	0.233295560277776
	8152863	0.706082326045951	0.396675520888889
	7893505	0.70610554830898	-0.198504371000001
ADAMTS15	7945232	0.706144383370223	-0.168985825166668
RSPH9	8119882	0.706144383370223	0.179174979611112
PDGFRL	8144802	0.706196608348939	0.197151733000002
UTP3	8095539	0.706196608348939	0.351615424888887
	8103538	0.706222268907167	-0.226373622333332
NUDT2	8154885	0.706282709007292	0.158191417888891
OTUD6A	8168083	0.7063390582316	-0.203697142611112
KNG1	8084679	0.70636535412458	0.137081649
	7950469	0.70636535412458	0.298233473777778
SLC25A41	8033179	0.70636535412458	0.182423116722223
IL1RAPL1	8166593	0.70636535412458	0.152001820222223
	7924461	0.70636535412458	-0.187217611888888
TMEM135///CCDC174	8078033	0.706440772259994	0.149294472333335
FGFBP1	8099467	0.706440772259994	0.157911087444446
	7893871	0.706444283130631	-0.289028464388889
BDNF	7947230	0.706444283130631	-0.152836615944444
HIST1H2BE	8117389	0.706444283130631	-0.311976751111112
RPL23AP87///RPL23AP82///RPL23AP7	7911307	0.706510213101511	0.380733830944445
FAM189A1	7986960	0.706531860976956	-0.175563811555555
PCAT4	8096027	0.706531860976956	-0.101382471277777
LTN1	8069711	0.70653614887506	0.17624994572222
UBA6	8100615	0.706544629079808	0.141729637777781
DIEXF	7909478	0.706568048856652	0.21028105388889
	7893156	0.706568048856652	0.500598791444444
KLHL15	8171837	0.706692890744691	0.230837884222221
GRIK1-AS2	8068120	0.706692890744691	0.258424231166669
RGS12	8093764	0.706754381095716	-0.204222725888888
GART	8070102	0.706754381095716	-0.203129495333334
ATP6V1G2-DDX39B///DDX39B	8179750	0.706754381095716	0.149706425555555
HIST1H4G	8124433	0.706798710577801	0.167023937055555
LOC100288869	8062347	0.706798710577801	-0.145650744833334
KRTAP10-8	8069148	0.706798710577801	0.223963697611111
	8122277	0.706798710577801	-0.165409786666667
	7895480	0.706798710577801	0.436866448333332
PCSK4	8032232	0.706826920581099	-0.265026342277777
	8091239	0.706826920581099	-0.198007896777778
	8117698	0.706845690022924	0.167375967055556
TMEM75	8152815	0.706900958934095	0.217696142166666
C3orf49	8080868	0.706990139785851	0.133326276166666
TIMP4	8085360	0.707039858927988	0.257154393555554
R3HCC1	8145272	0.707039858927988	-0.205536735333334
SPDYE3	8134785	0.707039858927988	0.231604194277778
	7895678	0.707253587085659	0.301600078444445
	8171846	0.707264321777855	0.870254042055557
	7910186	0.707264321777855	0.254409814611111
	8098688	0.707370426750205	-0.160118441666667
OVGP1	7918504	0.707433118750682	-0.215002567166667
KCNG3	8051785	0.707433118750682	0.178344555944445
EFS	7977978	0.707433118750682	0.170802119444446
	8174197	0.707433118750682	0.121148265333334
CEP250	8062137	0.707462740472271	-0.196887833222223
C11orf57	7943842	0.707462740472271	0.300434606833332
MEIS3///MEIS3P1	8005132	0.707462740472271	0.422547151055554
	8086797	0.707462740472271	0.171471305388888
	8141661	0.707462740472271	0.205006306666667
	8173915	0.707532123595347	-0.218466363666667
	7973983	0.707640255770638	-0.266555934222222
OR4C13	7939900	0.707640878519652	0.21815280238889
	7915594	0.707667133012822	-0.354678367000001
NEK7	7908543	0.707734648669263	-0.310632373888891
	8176482	0.707760659983592	0.418762917277777
	7894939	0.707772222917211	0.529330945
	7954697	0.707772222917211	0.254183177777776
TEX30	7972674	0.707772222917211	0.318187901166666
	7894212	0.707772222917211	0.303980600388886
SHANK1	8038598	0.707772222917211	-0.198258645499998
	7953098	0.707772222917211	-0.123368539166667
COBL	8139680	0.707772222917211	0.145271868222222
VARS2	8177901	0.707772222917211	0.230577070333333
	7892501	0.707772222917211	-0.566583955611112
	8146898	0.707772222917211	-0.184234447722222
CST4	8065410	0.707772222917211	-0.263506681555556
	7954008	0.707772222917211	0.239885879722222
FAM26D	8121605	0.707772222917211	0.115285995999999
NR4A2	8055952	0.707772222917211	0.586846326666664
AGTR2	8169492	0.707772222917211	0.123633953055556
LRRC66	8100312	0.707772222917211	0.126894215166666
SDAD1	8095802	0.707772222917211	0.300773943500001
S100A16	7920291	0.707772222917211	0.383267235
	8058201	0.707772222917211	0.448989925444445
CARF	8047577	0.707798719737907	-0.393882456055557
ELL2	8113220	0.707802187183687	-0.369374407777779
ZNF319	8001651	0.707802187183687	-0.221481017277777
	8027746	0.707802187183687	0.329845101944444
	8096917	0.707802187183687	-0.264329023833334
	7953975	0.707802187183687	-0.155164090944444
SNORD96B	8174507	0.707802187183687	0.192328961888888
KRT6B	7963406	0.707802187183687	0.281836737444443
LOC100291105	8067203	0.707802187183687	0.16699796261111
MOSPD3	8134880	0.707802187183687	0.181439713333331
IGF2BP3	8138566	0.707802187183687	0.354655029500001
	7974814	0.707802187183687	-0.186392431611111
	7965842	0.707911684284019	0.429081710277777
LINC00303	7923584	0.708121745557881	-0.211327142888888
	8123338	0.70813759097373	-0.097176920944444
LOC401433///NUB1	8143937	0.70813759097373	0.224912207333333
	7896225	0.708147021984222	0.501352448000002
	8104650	0.708147021984222	-0.112171110055556
	7978793	0.708147021984222	0.126839011555556
SPOCK2	7934215	0.708147021984222	0.210484975000002
ATF1	7955425	0.708147021984222	0.343012213944443
	7967792	0.708155858077276	0.199701234888888
	8055135	0.708163688418704	-0.32115783411111
MISP	8024013	0.70840557050896	-0.205458871888889
ZNF446	8031962	0.708428214499908	-0.229112186166667
RPL23AP64	7952126	0.708564544739217	0.182525449222223
DNM1	8158183	0.708564544739217	0.217362225666667
GRK7	8083129	0.708607070948734	0.179229371333333
	7896167	0.708630292430176	0.239477321611108
	7966266	0.708689475099734	-0.209980384000001
	7957499	0.708700890064111	0.144009743666667
	7932211	0.708790006559407	0.164073412888889
	8132830	0.708856255045885	0.421650421277776
LRP4	7947744	0.708878177970108	-0.219602335277778
HILS1	8016640	0.708897048337434	0.192885881277777
	8014197	0.708897048337434	0.312024615833335
SNORD7	8006540	0.708897048337434	0.196269060666667
LOC101929773///UGT2B28///UGT2B11///UGT2B17///UGT2B10///UGT2B7///UGT2B4	8100768	0.70890372848368	0.288261540222223
RHBDL1	7992010	0.709161735233667	0.164563694111112
	7894231	0.709161735233667	0.565228317000001
C19orf48	8038624	0.709161735233667	0.196096873444445
ZMAT5	8075276	0.709161735233667	-0.178035918
	7911094	0.709168684414932	-0.0938832762777775
	7934613	0.709194253112741	-0.135268171833334
GALNT9	7967727	0.709292587920432	0.168308029277778
STMN1	7913864	0.709292587920432	0.201538339333334
RAB24	8115997	0.70930826599026	-0.231830053111114
C11orf1	7943779	0.70930826599026	-0.442523386222223
	8151252	0.709333489580535	0.360048834166665
KCND3	7918558	0.709338399949575	0.158810342277777
	8157191	0.709338399949575	-0.225535488111111
	8159848	0.7093540807	-0.242379664444445
	8070171	0.7093540807	0.281663270611112
	7896030	0.7093540807	0.271292251333334
	8112310	0.709361013222232	0.125982491944444
HOXD1	8046564	0.709426117344711	0.177329075333332
SEC61A2	7926189	0.709426117344711	-0.314389949833331
	8001691	0.709426117344711	-0.101198663666668
TCTEX1D2	8093096	0.709426117344711	-0.243997681666667
	7895858	0.709445824449602	0.347666728833333
USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2	8094132	0.709445824449602	-0.439052210000001
CCDC167	8126095	0.709445824449602	0.251260049333332
	8150685	0.709445824449602	0.177901666055556
MMACHC	7901102	0.709445824449602	-0.272327885444444
PSMB10	8002133	0.709445824449602	0.245928706166666
	7938588	0.709445824449602	0.219007714833333
	8092228	0.709445824449602	0.211770543
	7894442	0.709508874872782	-0.414600801722221
	7976154	0.709508874872782	-0.249780938555555
RPS19BP1	8076225	0.709578969538674	-0.196489340555558
SCAMP2	7990417	0.709581339030378	0.149014847111108
ENOPH1	8096081	0.709632925268917	-0.347667795944441
ACSF3	7997863	0.709766808496316	-0.197064995277776
TMCO4	7913187	0.709914650612171	-0.167933792944446
PQBP1	8167412	0.709914650612171	-0.278988580666667
NXPE2	7944023	0.709976617818588	-0.1189470615
NPAS2	8043909	0.709976617818588	0.300673343944443
NFIB	8160138	0.709998854360369	-0.143128691444444
FAM196A	7937007	0.709998854360369	0.186910658166667
PCID2	7972867	0.709998854360369	-0.229888546277778
TUSC3	8144726	0.710063743502125	-0.172660140222224
LINC00943	7959818	0.710152344379404	0.23139258177778
CCDC74B///CCDC74A	8045309	0.710156410097413	-0.371343100055557
	7954699	0.710156410097413	-0.0865820854444439
	7893245	0.710182222116983	-0.571267387444443
RPS9	8031152	0.710321397463829	0.476213606777778
TIGD4	8103235	0.710335153848172	0.192301313222222
GATAD2B	7920341	0.710375546492553	0.346115561833334
HRASLS5	7948973	0.710421542047759	0.241921445000001
	7894436	0.710466046659292	-0.394944526333333
	8086075	0.710466046659292	-0.207451126277778
SEPHS2	8000890	0.710481595627967	0.16617826461111
	8139810	0.710548162812342	-0.167844870611111
HTN3	8095430	0.7105677329847	0.145996270111111
TRPV1	8011375	0.710573374249573	-0.141608280166669
RPS14	8115158	0.710604951620967	-0.322530546111109
LINC00189	8068100	0.710604951620967	0.359488639166667
	7956269	0.710604951620967	0.271495258277776
MAP2K5	7984408	0.710604951620967	0.277215549611111
	8154529	0.710736932930494	0.138831504111112
	7906898	0.710736932930494	-0.229704351166666
GIMAP8	8137232	0.710836246002191	-0.416467666777778
PAPD7	8104378	0.710929019562938	0.192761277055557
	8180294	0.710929019562938	-0.355366467388889
TMEM57	7899018	0.710929019562938	-0.159603709055558
OR2AT4	7950471	0.710929019562938	0.222825380166667
LOC100130428	7952451	0.710929019562938	-0.424996614555554
TOMM20	7925174	0.710929019562938	-0.277183189833329
	8171193	0.710963096011643	0.256041674444443
	7895535	0.710969394086107	0.267552711888889
AUTS2	8133233	0.710969394086107	-0.290443269499999
	8081254	0.710969394086107	-0.257205006277779
ZXDB	8167942	0.710994096177975	-0.228104064777774
	8078134	0.711001791472509	0.319327856444445
FOXJ1	8018646	0.711001791472509	-0.208158788944443
PATL2	7988327	0.711003285777654	-0.202887159944444
PTPN9	7990511	0.711003285777654	0.142966503888887
ZBTB22	8125731	0.711003285777654	0.302917677944443
	8091552	0.711104405543381	-0.19911811327778
	8047852	0.711104405543381	0.103185889722222
OR8J3	7948119	0.711104405543381	0.110910075666667
MKRN2	8077931	0.711180829660988	-0.166806798111109
IER5	7907904	0.711366939163908	-0.396845030944446
	7896651	0.711411142385219	0.177310426611111
MKRN3	7981911	0.711421883794869	0.27659790311111
SCARNA9	7943158	0.711421883794869	-0.309755803944444
PLEKHA4	8038225	0.711421883794869	0.156429787055558
IGF2BP2-AS1	8084627	0.711462247323032	0.217169900611111
	8088956	0.711462247323032	-0.152862574277778
	8154217	0.711462247323032	0.715575486055557
	8114211	0.711541317995282	-0.293181356222219
	8097780	0.711576733987621	0.185625889111112
ENOX1	7971311	0.711586952048844	0.216987116388888
CLCN4	8165974	0.711586952048844	0.435024808777778
	8054295	0.711587292470294	-0.269064646722224
GTF3C2	8051075	0.711587292470294	0.152319874777776
STK39	8056545	0.711587292470294	0.180779784888888
TSPAN10	8010624	0.711587292470294	-0.166529841444444
CLPX	7989735	0.711688467668092	-0.286083174833335
RASAL2	7907611	0.711743213196276	0.248128922499998
KIF12	8163548	0.711746653604954	0.133583271444447
PTGES2-AS1	8158164	0.711746653604954	-0.181360599222222
	7933840	0.711918110874904	-0.240365445388889
MGAT3	8073129	0.711918110874904	0.272401145666668
FTH1	7948656	0.711918110874904	-0.365843479166667
	7893070	0.711918110874904	0.341290180944444
	7894826	0.711918110874904	0.186022415166667
	7894927	0.711918110874904	-0.561578562722223
	7925730	0.711927217444383	-0.145341324722223
SLCO4A1	8063923	0.711927217444383	-0.232837180555554
TIPIN	7989915	0.711927217444383	0.250012480333333
	8001780	0.711927217444383	-0.218988165555555
	7894136	0.711927217444383	0.453037286222223
	8055277	0.711927217444383	0.080788114444446
PWWP2A	8115580	0.711927217444383	0.177370724388889
	7948037	0.711927217444383	-0.320019517055555
IMMP1L	7947332	0.711927217444383	-0.350231637722223
SLC10A4	8094960	0.711927217444383	0.192745432055557
MASP2	7912361	0.711983023582595	0.167169507777778
LTA	8177976	0.71198639507025	-0.233719245388888
SFI1	8072494	0.71198639507025	-0.131095070777777
	8130470	0.712045812158843	0.308362677666667
DBX1	7947129	0.712049590125472	0.182413992833331
	8098437	0.712049590125472	0.0964486718333331
SUMF2	8132964	0.712049590125472	0.285715143833331
	8001327	0.712049590125472	-0.336746690555556
TCTE1	8126674	0.712140800772083	0.278443538
	8035801	0.712184548250602	0.21621500927778
	7894110	0.712216659486966	0.191766878333334
MGC57346-CRHR1///CRHR1	8007808	0.712291902706139	0.192576688166665
	8174554	0.712291902706139	-0.183295623277778
	8166353	0.71230211051013	-0.197001514777777
DEFB109P1B///DEFB109P1	8149245	0.71230211051013	-0.197069410555556
	8102777	0.71230211051013	0.154092513166667
FXR1	8084146	0.71230211051013	-0.261226022833332
	8152595	0.71230211051013	0.200149076722222
MAGEA1	8175775	0.712452349891926	0.191654634611111
NAA30	7974576	0.712465215148567	-0.333349666555557
	8165646	0.712488742416965	-0.256503788888887
PCYOX1	8042519	0.712579524566712	0.251513522888888
GEMIN2	7974054	0.712579524566712	-0.201100141999999
	7895073	0.712635901392693	-0.420599959444445
	7895883	0.712635901392693	0.428761193222221
OR10A6	7946330	0.712690941321911	-0.126903128555555
CYP3A5	8141328	0.712734375033082	0.223183552611111
	7969977	0.712802163225845	-0.204242905166666
RDH8	8025515	0.712803412353727	0.179282812888888
TRAF4	8005978	0.712944225557327	-0.235863729944443
DUSP9	8170695	0.712944225557327	-0.307334427333334
KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	8019585	0.712944225557327	0.147791469666667
CADM1	7951807	0.712944225557327	0.235583921611111
SEZ6L	8072088	0.712944225557327	0.238172829500001
IZUMO1R	7943226	0.712944225557327	-0.186288839833333
BIN2	7963289	0.712944225557327	0.234781314277775
TAF1L	8160597	0.712944225557327	0.217397404499999
	7894717	0.712944225557327	-0.237934102944444
	8110668	0.712944225557327	0.452490358500002
TMEM221	8035311	0.712951959166276	-0.197991095
	7894855	0.712975588194668	-0.262923544166667
	7896469	0.712975588194668	0.189499511777777
	7920470	0.712975588194668	-0.114276436111111
BPTF	8009382	0.712975588194668	-0.213049119833334
	7894291	0.713011443011052	-0.225574672777778
	7895088	0.713034776505825	0.14751307722222
	7903026	0.713034776505825	-0.121802466722222
	8133010	0.713034776505825	0.0815314481111109
SH3BGRL3	7899153	0.713034776505825	-0.223140126500001
	7952737	0.713034776505825	-0.186709687833333
	7994341	0.713034776505825	-0.239199764666667
	8175391	0.713034776505825	0.263600255333334
MXRA7	8018786	0.713034776505825	0.316180541777777
POF1B	8173869	0.713034776505825	0.192636017055557
LOC100129884///LOC100129884	7971965	0.713034776505825	0.2163447795
	8150689	0.713034776505825	-0.625559622555556
	7893574	0.713034776505825	0.24756302777778
NFATC1	8021866	0.713034776505825	-0.228369595666664
	7893533	0.713034776505825	-0.222508282666666
	7895504	0.713034776505825	-0.446432099
	7894804	0.713034776505825	-0.419078314
DDX1	8040386	0.713034776505825	-0.300542476555556
